family1	5	51	1000000	100	0.075202	31264.921875
family2	5	53	1000000	100	0.244293	33597.003906
family3	5	51	1000000	100	0.249298	32090.121094
family4	5	54	1000000	100	0.258548	32688.623047
family5	5	51	1000000	100	0.157056	41510.304688
family6	5	55	1000000	100	0.043502	37242.695313
family7	5	50	1000000	100	0.256666	32230.478516
family8	5	55	1000000	100	0.206633	40279.082031
family9	5	50	1000000	100	0.248992	29662.607422
family10	5	52	1000000	100	0.194434	40751.972656
family11	5	54	1000000	100	0.265901	33578.562500
family12	5	52	1000000	100	0.045999	42558.695313
family13	5	58	1000000	100	0.263319	39201.207031
family14	5	56	1000000	100	0.206582	35238.773438
family15	5	50	1000000	100	0.017776	35491.644531
family16	5	51	1000000	100	0.031010	33954.992188
family17	5	51	1000000	100	0.222720	33478.890625
family18	5	50	1000000	100	0.264762	35493.476563
family19	5	52	1000000	100	0.044795	36415.152344
family20	5	55	1000000	100	0.218249	39498.140625
family21	5	53	1000000	100	0.183688	31941.951172
family22	5	50	1000000	100	0.034494	31758.201172
family23	5	51	1000000	100	0.235820	39000.507813
family24	5	51	1000000	100	0.207767	34159.210938
family25	5	50	1000000	100	0.195812	32753.283203
family26	5	56	1000000	100	0.250940	34996.714844
family27	5	50	1000000	100	0.135107	28849.496094
family28	5	50	1000000	100	0.240638	27177.146484
family29	5	52	1000000	100	0.251373	33947.687500
family30	5	53	1000000	100	0.244897	33442.609375
family31	5	54	1000000	100	0.265682	42073.980469
family32	5	50	1000000	100	0.285537	30513.001953
family33	5	53	1000000	100	0.211591	33173.085938
family34	5	50	1000000	100	0.042662	33072.179688
family35	5	50	1000000	100	0.237015	29349.181641
family36	5	50	1000000	100	0.217004	29543.478516
family37	5	53	1000000	100	0.237807	36377.730469
family38	5	53	1000000	100	0.276668	33466.910156
family39	5	51	1000000	100	0.204022	33351.960938
family40	5	52	1000000	100	0.233256	32892.886719
family41	5	50	1000000	100	0.191661	38409.359375
family42	5	59	1000000	100	0.229401	36964.714844
family43	5	60	1000000	100	0.027989	43960.730469
family44	5	52	1000000	100	0.255086	33274.054688
family45	5	50	1000000	100	0.259466	38335.355469
family46	5	50	1000000	100	0.024688	40888.574219
family47	5	55	1000000	100	0.247901	35021.175781
family48	5	54	1000000	100	0.244880	36737.957031
family49	5	56	1000000	100	0.264055	35616.679688
family50	5	50	1000000	100	0.266550	27898.726563
family51	5	54	1000000	100	0.113942	35836.148438
family52	5	53	1000000	100	0.254828	32953.320313
family53	5	51	1000000	100	0.234980	31932.167969
family54	5	54	1000000	100	0.197980	43267.222656
family55	5	55	1000000	100	0.240939	44956.863281
family56	5	51	1000000	100	0.257015	36840.839844
family57	5	51	1000000	100	0.217274	32881.386719
family58	5	53	1000000	100	0.255641	39605.855469
family59	5	59	1000000	100	0.239959	40546.707031
family60	5	53	1000000	100	0.255880	32415.046875
family61	5	54	1000000	100	0.234679	32950.808594
family62	5	50	1000000	100	0.274934	29601.216797
family63	5	50	1000000	100	0.247932	30913.117188
family64	5	51	1000000	100	0.262432	34199.660156
family65	5	52	1000000	100	0.058863	39358.660156
family66	5	52	1000000	100	0.242362	34248.792969
family67	5	54	1000000	100	0.231470	33966.070313
family68	5	50	1000000	100	0.037656	35554.789063
family69	5	50	1000000	100	0.155637	30113.371094
family70	5	51	1000000	100	0.259147	30632.343750
family71	5	59	1000000	100	0.237087	47130.039063
family72	5	50	1000000	100	0.203185	32918.976563
family73	5	52	1000000	100	0.178468	37493.820313
family74	5	52	1000000	100	0.222690	34683.800781
family75	5	53	1000000	100	0.247704	40279.738281
family76	5	51	1000000	100	0.279789	38701.851563
family77	5	51	1000000	100	0.282080	37453.308594
family78	5	50	1000000	100	0.246489	37689.527344
family79	5	50	1000000	100	0.179871	33580.242188
family80	5	53	1000000	100	0.039606	39617.976563
family81	5	51	1000000	100	0.226204	35775.988281
family82	5	55	1000000	100	0.243247	34099.066406
family83	5	53	1000000	100	0.241225	40565.839844
family84	5	53	1000000	100	0.246736	38855.019531
family85	5	50	1000000	100	0.261127	34825.859375
family86	5	52	1000000	100	0.040577	33685.679688
family87	5	57	1000000	100	0.058313	41138.671875
family88	5	52	1000000	100	0.225071	36505.289063
family89	5	55	1000000	100	0.036785	39440.691406
family90	5	50	1000000	100	0.265239	30723.935547
family91	5	52	1000000	100	0.020709	40033.761719
family92	5	53	1000000	100	0.250043	36554.414063
family93	5	50	1000000	100	0.228802	35459.625000
family94	5	56	1000000	100	0.267352	38562.566406
family95	5	50	1000000	100	0.028285	31854.037109
family96	5	52	1000000	100	0.240680	28985.212891
family97	5	51	1000000	100	0.055373	31575.949219
family98	5	51	1000000	100	0.250239	32373.011719
family99	5	52	1000000	100	0.247166	31106.537109
family100	5	50	1000000	100	0.050076	36800.136719
