family1	51	1000000	4	100	3.272535	0.037688	2.900573	3.663303	3.268526	5112.790039	5377.082031	1.000564
family2	53	1000000	4	100	4.568128	0.055322	4.105588	5.017461	4.565111	4605.458984	4737.914063	0.999935
family3	51	1000000	4	100	3.763642	0.044463	3.350615	4.172790	3.757981	4973.070801	5302.987793	1.000351
family4	54	1000000	4	100	5.098121	0.062507	4.627486	5.604370	5.091291	4852.595215	4948.073242	0.999943
family5	51	1000000	4	100	4.719880	0.061922	4.240752	5.221165	4.714582	3730.985107	3762.052979	0.999937
family6	55	1000000	4	100	3.348825	0.039346	2.966703	3.734181	3.343070	4205.247070	4653.328125	0.999936
family7	50	1000000	4	100	3.800757	0.044320	3.393217	4.222873	3.795588	5071.643066	5352.880859	0.999962
family8	55	1000000	4	100	3.738841	0.043752	3.314480	4.132312	3.736268	4960.846191	5006.891113	1.000013
family9	50	1000000	4	100	3.358145	0.038914	2.975113	3.746178	3.352390	4587.793945	4995.954102	0.999935
family10	52	1000000	4	100	3.109902	0.035855	2.747404	3.483922	3.107025	5004.667969	5147.453125	1.000029
family11	54	1000000	4	100	4.256207	0.051701	3.819567	4.707215	4.252176	4632.027832	4856.736816	1.000054
family12	52	1000000	4	100	4.007603	0.048049	3.586786	4.447112	4.003021	4563.431152	4680.297852	0.999949
family13	58	1000000	4	100	5.699810	0.072555	5.162584	6.222993	5.692804	4173.756836	4298.291016	0.999940
family14	56	1000000	4	100	4.374713	0.051854	3.943152	4.825456	4.369333	4885.724121	5039.771973	0.999964
family15	50	1000000	4	100	3.073175	0.036021	2.718254	3.455465	3.070938	5059.363770	5263.215820	1.000173
family16	51	1000000	4	100	3.637396	0.044025	3.222158	4.042135	3.635054	4208.066895	4716.178223	1.000067
family17	51	1000000	4	100	3.967534	0.048934	3.542733	4.409751	3.963441	4076.831055	4547.597168	0.999934
family18	50	1000000	4	100	4.183293	0.053682	3.730662	4.635606	4.180773	4397.663086	4683.210938	0.999933
family19	52	1000000	4	100	3.425613	0.039936	3.029185	3.807343	3.423199	5215.448242	5216.512207	0.999952
family20	55	1000000	4	100	5.217446	0.064657	4.718535	5.719747	5.212129	4587.181152	4857.241211	1.000091
family21	53	1000000	4	100	3.648288	0.043012	3.257588	4.073496	3.643678	5229.126953	5284.287109	0.999934
family22	50	1000000	4	100	3.588172	0.041726	3.198511	3.996126	3.584202	5310.524902	5361.557129	0.999990
family23	51	1000000	4	100	3.853359	0.046007	3.429503	4.274154	3.850061	4950.326172	5110.264160	1.000301
family24	51	1000000	4	100	3.912654	0.046068	3.493770	4.338083	3.909025	5404.997070	5594.116211	0.999934
family25	50	1000000	4	100	4.065945	0.050794	3.654429	4.529418	4.060433	4181.312988	4393.769043	0.999934
family26	56	1000000	4	100	3.964806	0.049325	3.541554	4.403263	3.959771	4721.720215	4895.605957	1.000041
family27	50	1000000	4	100	3.406829	0.039660	3.036773	3.811245	3.401816	4987.965820	5284.907227	0.999972
family28	50	1000000	4	100	4.345515	0.053148	3.893807	4.792679	4.338538	4783.632813	4917.608887	1.000418
family29	52	1000000	4	100	4.528498	0.056046	4.076936	5.001065	4.525118	4419.819824	4547.125977	1.000158
family30	53	1000000	4	100	3.593303	0.041692	3.181988	3.978673	3.588634	4905.403809	4961.991211	1.000136
family31	54	1000000	4	100	4.177544	0.051324	3.742964	4.631111	4.173931	4014.216064	4750.745117	1.000175
family32	50	1000000	4	100	3.984592	0.048498	3.560378	4.414647	3.979355	5151.792969	5152.620117	1.000183
family33	53	1000000	4	100	3.120583	0.036662	2.742446	3.487687	3.115341	5054.347168	5068.895020	1.000274
family34	50	1000000	4	100	2.851993	0.032845	2.499845	3.205246	2.847343	4409.639160	5022.395020	1.000011
family35	50	1000000	4	100	3.861064	0.048778	3.440255	4.299371	3.856671	4366.535156	4684.351074	0.999959
family36	50	1000000	4	100	4.042578	0.049477	3.610673	4.487169	4.043788	5342.618164	5347.644043	0.999961
family37	53	1000000	4	100	4.557772	0.058074	4.092170	5.038271	4.554108	4883.363770	4912.547852	0.999939
family38	53	1000000	4	100	4.238675	0.053103	3.787363	4.685843	4.232272	4238.212891	4535.017090	1.000157
family39	51	1000000	4	100	3.703999	0.043662	3.301034	4.122471	3.697863	4583.894043	4805.583008	0.999980
family40	52	1000000	4	100	4.678916	0.062440	4.204523	5.177552	4.671180	3303.372070	3670.291992	1.000319
family41	50	1000000	4	100	3.659111	0.045555	3.247012	4.078776	3.655040	4077.850098	4495.477051	0.999979
family42	59	1000000	4	100	4.165073	0.051802	3.710709	4.603643	4.160349	4115.526855	4307.386230	1.000020
family43	60	1000000	4	100	4.602554	0.054860	4.159226	5.077805	4.596564	4691.170898	4897.980957	1.000001
family44	52	1000000	4	100	3.185571	0.035971	2.821439	3.564814	3.180976	5287.402832	5433.783203	1.000024
family45	50	1000000	4	100	3.291183	0.039299	2.928386	3.700351	3.287044	4399.916016	4656.909180	0.999939
family46	50	1000000	4	100	3.509686	0.041190	3.130718	3.921602	3.502683	5103.770020	5194.731934	0.999953
family47	55	1000000	4	100	4.071997	0.048122	3.645300	4.506992	4.068147	5248.146973	5249.360840	0.999937
family48	54	1000000	4	100	4.378505	0.053238	3.920896	4.830797	4.369496	5147.104004	5283.195801	0.999938
family49	56	1000000	4	100	4.781446	0.065162	4.293326	5.285752	4.777114	3214.811035	3386.212891	0.999953
family50	50	1000000	4	100	3.447853	0.039921	3.058161	3.836839	3.442488	5217.777832	5221.527832	1.000003
family51	54	1000000	4	100	3.891178	0.045522	3.468155	4.302741	3.887287	5191.127930	5226.223145	1.000212
family52	53	1000000	4	100	3.949937	0.050664	3.525965	4.398770	3.944447	4451.545898	4530.810059	1.000204
family53	51	1000000	4	100	4.701878	0.058506	4.244788	5.192641	4.695212	3425.528076	4030.781006	1.000047
family54	54	1000000	4	100	4.037777	0.048539	3.599272	4.470922	4.032458	4558.019043	4784.686035	1.000006
family55	55	1000000	4	100	4.148378	0.050953	3.729269	4.607650	4.144510	4310.548828	4865.939941	1.000035
family56	51	1000000	4	100	4.513243	0.056477	4.058415	4.989875	4.507955	4237.312988	4378.276855	1.000115
family57	51	1000000	4	100	4.002745	0.048066	3.582045	4.434483	3.996665	5075.130859	5279.341797	0.999933
family58	53	1000000	4	100	4.218419	0.053030	3.779198	4.676377	4.211952	4989.935059	5101.847168	0.999937
family59	59	1000000	4	100	4.600940	0.055463	4.155009	5.068240	4.599479	4090.085938	4372.562012	1.000055
family60	53	1000000	4	100	4.130229	0.051925	3.678801	4.578120	4.126285	3945.465088	4357.227051	1.000183
family61	54	1000000	4	100	4.385648	0.053794	3.939521	4.852464	4.379729	3176.864990	3730.416016	1.000087
family62	50	1000000	4	100	3.832022	0.045359	3.414128	4.249134	3.826243	4882.546875	4917.319824	0.999991
family63	50	1000000	4	100	4.129177	0.049509	3.713586	4.587562	4.124269	5082.870117	5282.387207	0.999937
family64	51	1000000	4	100	2.670472	0.030486	2.330451	3.014430	2.666783	5232.606934	5327.535156	0.999935
family65	52	1000000	4	100	3.677081	0.042202	3.284417	4.092659	3.673732	5190.027832	5289.393066	0.999972
family66	52	1000000	4	100	3.569862	0.043448	3.162508	3.975800	3.565459	4295.315918	4480.622070	1.000077
family67	54	1000000	4	100	4.404499	0.053765	3.952009	4.863221	4.402732	4737.652832	5076.860840	0.999958
family68	50	1000000	4	100	3.357143	0.039640	2.980740	3.754927	3.350528	4306.201172	4621.904785	1.000170
family69	50	1000000	4	100	3.626609	0.043394	3.213733	4.028038	3.622112	5164.145996	5378.518066	0.999961
family70	51	1000000	4	100	4.278620	0.054974	3.842151	4.747295	4.273046	4019.355957	4386.115234	1.000017
family71	59	1000000	4	100	4.397312	0.054660	3.960701	4.866014	4.391970	4558.632813	4599.683105	0.999941
family72	50	1000000	4	100	4.021043	0.048383	3.603956	4.462949	4.017806	3410.688965	4006.350098	0.999934
family73	52	1000000	4	100	4.239319	0.051418	3.808733	4.693690	4.236017	3970.288086	4753.732910	0.999942
family74	52	1000000	4	100	3.856932	0.046949	3.427498	4.275274	3.854572	4166.711914	4906.650879	1.000021
family75	53	1000000	4	100	3.869741	0.045874	3.464735	4.294865	3.865573	4593.440918	4814.971191	0.999934
family76	51	1000000	4	100	4.013153	0.049882	3.573531	4.446683	4.007122	4996.058105	5018.049805	1.000019
