family1	5	40	1000000	100	0.091530	22764.603516
family2	5	40	1000000	100	0.193959	19077.753906
family3	5	41	1000000	100	0.056129	26532.001953
family4	5	40	1000000	100	0.031940	23827.322266
family5	5	41	1000000	100	0.275187	23569.863281
family6	5	40	1000000	100	0.272909	25039.285156
family7	5	41	1000000	100	0.035168	24800.134766
family8	5	40	1000000	100	0.061259	21381.322266
family9	5	40	1000000	100	0.017917	23487.544922
family10	5	40	1000000	100	0.279517	22509.912109
family11	5	41	1000000	100	0.022085	23973.300781
family12	5	41	1000000	100	0.248562	27253.460938
family13	5	43	1000000	100	0.018665	26596.654297
family14	5	41	1000000	100	0.032290	27575.751953
family15	5	41	1000000	100	0.051390	22879.855469
family16	5	40	1000000	100	0.107767	23956.980469
family17	5	40	1000000	100	0.027409	22387.265625
family18	5	40	1000000	100	0.189032	22717.900391
family19	5	40	1000000	100	0.040037	23592.162109
family20	5	40	1000000	100	0.237172	26623.531250
family21	5	40	1000000	100	0.040351	20601.349609
family22	5	40	1000000	100	0.055184	28167.494141
family23	5	40	1000000	100	0.043888	23394.269531
family24	5	40	1000000	100	0.033720	22118.230469
family25	5	42	1000000	100	0.031619	23264.167969
family26	5	40	1000000	100	0.102141	21705.052734
family27	5	40	1000000	100	0.096985	26211.285156
family28	5	43	1000000	100	0.278461	22168.203125
family29	5	41	1000000	100	0.028268	27198.347656
family30	5	40	1000000	100	0.041020	23613.820313
family31	5	42	1000000	100	0.053620	24824.609375
family32	5	40	1000000	100	0.040543	21382.039063
family33	5	40	1000000	100	0.229948	19632.925781
family34	5	41	1000000	100	0.046362	23410.017578
family35	5	41	1000000	100	0.196710	23637.220703
family36	5	40	1000000	100	0.006761	24689.785156
family37	5	41	1000000	100	0.294529	21621.478516
family38	5	41	1000000	100	0.066214	23885.855469
family39	5	41	1000000	100	0.023509	21085.683594
family40	5	42	1000000	100	0.053449	24314.382813
family41	5	42	1000000	100	0.079692	24391.605469
family42	5	44	1000000	100	0.044012	27180.531250
family43	5	40	1000000	100	0.047061	25294.763672
family44	5	40	1000000	100	0.071269	25004.167969
family45	5	40	1000000	100	0.019755	28057.300781
family46	5	41	1000000	100	0.248654	23904.644531
family47	5	40	1000000	100	0.028161	27749.533203
family48	5	40	1000000	100	0.036155	26142.949219
family49	5	42	1000000	100	0.028314	28820.322266
family50	5	40	1000000	100	0.023943	25543.546875
family51	5	40	1000000	100	0.058403	21557.105469
family52	5	41	1000000	100	0.293428	23315.425781
family53	5	43	1000000	100	0.066088	25525.695313
family54	5	40	1000000	100	0.135223	25760.310547
family55	5	42	1000000	100	0.118024	36191.804688
family56	5	42	1000000	100	0.045955	29847.414063
family57	5	41	1000000	100	0.034828	27190.587891
family58	5	40	1000000	100	0.029604	27239.574219
family59	5	40	1000000	100	0.056392	23747.216797
family60	5	40	1000000	100	0.034558	25689.568359
family61	5	43	1000000	100	0.216303	23789.423828
family62	5	40	1000000	100	0.053941	20521.753906
family63	5	40	1000000	100	0.040865	25761.314453
family64	5	41	1000000	100	0.038583	23932.093750
family65	5	40	1000000	100	0.029893	21373.400391
family66	5	40	1000000	100	0.041079	26449.958984
family67	5	40	1000000	100	0.021238	24022.878906
family68	5	40	1000000	100	0.022772	22745.484375
family69	5	42	1000000	100	0.042290	26204.246094
family70	5	42	1000000	100	0.284407	21756.314453
family71	5	40	1000000	100	0.046867	22927.615234
family72	5	40	1000000	100	0.052882	22042.935547
family73	5	43	1000000	100	0.037752	30841.183594
family74	5	40	1000000	100	0.226414	24273.125000
family75	5	40	1000000	100	0.239373	21809.285156
family76	5	40	1000000	100	0.024993	21964.611328
family77	5	40	1000000	100	0.052554	23840.125000
family78	5	41	1000000	100	0.021250	24512.941406
family79	5	40	1000000	100	0.052926	22640.515625
family80	5	40	1000000	100	0.034930	29202.775391
family81	5	42	1000000	100	0.027800	23915.880859
family82	5	40	1000000	100	0.020165	27764.361328
family83	5	42	1000000	100	0.032616	25906.275391
family84	5	44	1000000	100	0.271260	23047.947266
family85	5	40	1000000	100	0.059509	20307.826172
family86	5	41	1000000	100	0.234072	23709.837891
family87	5	42	1000000	100	0.038159	29037.947266
family88	5	40	1000000	100	0.031465	22121.888672
family89	5	42	1000000	100	0.021907	26949.638672
family90	5	40	1000000	100	0.049266	20044.359375
family91	5	40	1000000	100	0.051548	21890.453125
family92	5	41	1000000	100	0.266369	22670.736328
family93	5	40	1000000	100	0.262244	21478.255859
family94	5	42	1000000	100	0.032036	25640.890625
family95	5	41	1000000	100	0.052812	23533.574219
family96	5	40	1000000	100	0.242146	22438.794922
family97	5	41	1000000	100	0.017036	26769.464844
family98	5	41	1000000	100	0.081159	23535.675781
family99	5	40	1000000	100	0.270312	20151.880859
family100	5	41	1000000	100	0.016819	28064.195313
