family1	40	1000000	4	100	2.113302	0.024341	1.813373	2.420841	2.109251	5802.529785	5990.773926	0.999936
family2	40	1000000	4	100	2.331182	0.026551	2.018929	2.654100	2.327232	5497.151855	5590.628906	0.999978
family3	41	1000000	4	100	2.561061	0.029561	2.228681	2.900336	2.557718	6073.755859	6084.978027	1.000295
family4	40	1000000	4	100	2.074668	0.023282	1.780394	2.376428	2.071510	5687.032227	5882.823242	1.000167
family5	41	1000000	4	100	2.767521	0.032918	2.409034	3.119617	2.764650	4821.324219	5181.759766	0.999950
family6	40	1000000	4	100	2.542020	0.030053	2.210946	2.889211	2.537761	4919.435059	5105.245117	0.999943
family7	41	1000000	4	100	2.200926	0.025123	1.886586	2.506234	2.196768	5756.030762	6075.321777	0.999938
family8	40	1000000	4	100	2.633238	0.030056	2.293671	2.972483	2.629020	6016.200195	6191.115234	0.999969
family9	40	1000000	4	100	1.771559	0.019481	1.485289	2.032752	1.769314	6117.395996	6373.707031	0.999956
family10	40	1000000	4	100	2.329148	0.026715	2.020130	2.657406	2.324303	6137.591797	6197.637207	0.999959
family11	41	1000000	4	100	2.189033	0.024895	1.881260	2.493520	2.185482	4888.116211	5468.050781	0.999933
family12	41	1000000	4	100	2.461534	0.029019	2.141868	2.803936	2.457661	5379.167969	5611.875977	0.999939
family13	43	1000000	4	100	2.277733	0.025940	1.975020	2.602163	2.274441	5966.526855	6078.296875	0.999951
family14	41	1000000	4	100	2.735369	0.031917	2.388861	3.087289	2.732687	5571.768066	5626.113770	0.999955
family15	41	1000000	4	100	2.493765	0.028941	2.172771	2.834936	2.489602	5598.145020	5793.499023	0.999956
family16	40	1000000	4	100	2.474361	0.028530	2.143467	2.805310	2.468189	5281.657227	5670.339844	0.999981
family17	40	1000000	4	100	2.278472	0.025634	1.970668	2.593984	2.274333	5724.125977	6044.395020	1.000165
family18	40	1000000	4	100	2.627842	0.031228	2.279447	2.965722	2.624416	5122.358887	5417.375977	1.000093
family19	40	1000000	4	100	1.943882	0.021904	1.654512	2.232672	1.937771	6099.367188	6130.592773	1.000192
family20	40	1000000	4	100	2.102354	0.023592	1.799709	2.398006	2.100498	5891.608887	5922.583984	1.000231
family21	40	1000000	4	100	2.191520	0.024777	1.896062	2.511261	2.187281	5419.244141	5431.945801	0.999970
family22	40	1000000	4	100	2.715575	0.031825	2.369062	3.059515	2.710759	6038.932129	6090.267090	0.999943
family23	40	1000000	4	100	2.146338	0.024242	1.836957	2.450898	2.143106	6183.365234	6224.453125	0.999946
family24	40	1000000	4	100	2.251967	0.024875	1.949170	2.557500	2.247447	5265.255859	5673.069824	1.000084
family25	42	1000000	4	100	2.443854	0.027743	2.115028	2.762328	2.441310	5379.482910	5547.159180	0.999946
family26	40	1000000	4	100	2.443153	0.027440	2.119266	2.764511	2.438623	5802.604004	5865.131836	0.999934
family27	40	1000000	4	100	2.247689	0.025921	1.926934	2.557614	2.243457	5700.087891	5807.920898	1.000215
family28	43	1000000	4	100	3.283456	0.039340	2.894466	3.668424	3.278863	5181.569824	5242.644043	0.999966
family29	41	1000000	4	100	2.516461	0.028372	2.196005	2.856527	2.512702	5854.297852	6092.030762	0.999977
family30	40	1000000	4	100	2.230743	0.024881	1.923719	2.540166	2.227103	5572.287109	5742.729004	0.999972
family31	42	1000000	4	100	2.689861	0.031423	2.347968	3.040295	2.685455	5456.275879	5628.985840	1.000036
family32	40	1000000	4	100	2.693706	0.030864	2.342194	3.028824	2.690799	5461.282227	5677.956055	0.999997
family33	40	1000000	4	100	2.114939	0.024262	1.817105	2.424246	2.111157	5925.573242	6069.958984	0.999935
family34	41	1000000	4	100	2.425850	0.028211	2.098348	2.757751	2.419818	5444.937988	5709.672852	1.000144
family35	41	1000000	4	100	2.257962	0.025741	1.944966	2.572932	2.254028	5159.713867	5544.507813	0.999971
family36	40	1000000	4	100	1.935955	0.021871	1.651161	2.228497	1.931727	5085.360840	5483.603027	0.999946
family37	41	1000000	4	100	2.626258	0.030622	2.296554	2.983076	2.622286	4541.154785	5177.237793	0.999937
family38	41	1000000	4	100	2.222591	0.024972	1.912282	2.526177	2.218806	5711.025879	5855.255859	1.000002
family39	41	1000000	4	100	1.902829	0.021477	1.625267	2.199026	1.899711	5699.077148	5811.945801	1.000166
family40	42	1000000	4	100	1.995899	0.022356	1.718859	2.301845	1.990513	5843.118164	5970.800781	1.000105
family41	42	1000000	4	100	2.062997	0.023401	1.771788	2.368259	2.058285	6117.028809	6208.454102	0.999964
family42	44	1000000	4	100	2.456372	0.027802	2.135116	2.785963	2.452105	5581.759766	5712.795898	1.000219
family43	40	1000000	4	100	2.136632	0.024383	1.835827	2.445207	2.132481	5457.650879	5654.289063	0.999934
family44	40	1000000	4	100	1.977940	0.022525	1.693834	2.281382	1.973426	5730.651855	5933.831055	0.999944
family45	40	1000000	4	100	2.082164	0.023711	1.793855	2.390878	2.076734	6197.660156	6203.151855	0.999934
family46	41	1000000	4	100	3.080250	0.036374	2.718511	3.456072	3.076527	5448.936035	5492.032227	1.000018
family47	40	1000000	4	100	2.193759	0.025150	1.868934	2.486981	2.189127	5623.975098	5912.695801	1.000023
family48	40	1000000	4	100	2.387433	0.027750	2.079258	2.725868	2.383398	5465.946777	5791.984863	0.999963
family49	42	1000000	4	100	2.435394	0.027266	2.110920	2.759383	2.431379	5562.729004	5586.998047	1.000021
family50	40	1000000	4	100	2.428713	0.028214	2.092360	2.752916	2.424531	5983.896973	6042.737793	0.999950
family51	40	1000000	4	100	2.298189	0.026752	1.981051	2.623645	2.293157	5140.244141	5498.363770	0.999956
family52	41	1000000	4	100	2.301460	0.026420	1.994702	2.632751	2.296353	5479.806152	5834.163086	1.000265
family53	43	1000000	4	100	2.634083	0.030083	2.290376	2.968142	2.630546	5471.474121	5560.938965	0.999991
family54	40	1000000	4	100	2.459968	0.028671	2.138315	2.802186	2.455190	5489.940918	5587.047852	1.000000
family55	42	1000000	4	100	2.098791	0.023761	1.790302	2.391514	2.094208	6013.763184	6193.060059	0.999947
family56	42	1000000	4	100	1.975451	0.021768	1.701034	2.272092	1.972436	4626.805176	5380.439941	1.000048
family57	41	1000000	4	100	2.245719	0.024945	1.940663	2.552190	2.243472	5518.970215	5585.277832	1.000169
family58	40	1000000	4	100	2.378838	0.027005	2.053855	2.696129	2.376798	6006.923828	6152.657227	1.000247
family59	40	1000000	4	100	2.401729	0.027231	2.084249	2.722716	2.397658	5917.407227	6114.258789	0.999933
family60	40	1000000	4	100	1.913187	0.021280	1.630283	2.206315	1.909207	6136.134766	6140.380859	1.000004
family61	43	1000000	4	100	2.423213	0.028304	2.090306	2.749205	2.419679	5704.998047	5867.902832	1.000097
family62	40	1000000	4	100	2.507293	0.030063	2.172113	2.843144	2.504429	5401.554199	5739.698242	0.999965
family63	40	1000000	4	100	2.251894	0.025761	1.949444	2.575413	2.247392	5446.745117	5534.030762	1.000070
