family64	41	1000000	4	100	2.085056	0.023320	1.797998	2.395523	2.080177	6163.102051	6167.882813	1.000165
family65	40	1000000	4	100	2.171385	0.024845	1.860855	2.479955	2.167154	5516.513184	5558.227051	0.999937
family66	40	1000000	4	100	2.145259	0.024557	1.850203	2.458552	2.142487	6266.566895	6273.251953	1.000161
family67	40	1000000	4	100	2.103149	0.023972	1.812664	2.414381	2.099399	6017.024902	6149.710938	0.999979
family68	40	1000000	4	100	2.053419	0.022804	1.771285	2.366986	2.049147	5970.320801	6155.630859	1.000253
family69	42	1000000	4	100	2.394453	0.027476	2.070876	2.714958	2.390754	5453.924805	5864.807129	0.999953
family70	42	1000000	4	100	2.191366	0.025012	1.888394	2.506140	2.188327	5682.416992	5897.706055	0.999934
family71	40	1000000	4	100	2.357226	0.026857	2.052106	2.697115	2.352467	5847.785156	6065.944824	0.999937
family72	40	1000000	4	100	2.453555	0.028347	2.134414	2.793199	2.449765	5870.162109	5909.324219	0.999938
family73	43	1000000	4	100	2.496568	0.028684	2.167004	2.827946	2.492061	5830.333984	5833.307129	0.999936
family74	40	1000000	4	100	2.075565	0.023909	1.779284	2.383528	2.072318	4993.017090	5088.107910	1.000178
family75	40	1000000	4	100	2.352004	0.027351	2.033868	2.680435	2.347847	5982.780762	6068.354004	0.999944
family76	40	1000000	4	100	2.312620	0.026470	1.985143	2.620453	2.308121	6019.355957	6168.027832	0.999989
family77	40	1000000	4	100	2.171175	0.024061	1.875758	2.482604	2.167094	6012.914063	6042.500977	1.000188
family78	41	1000000	4	100	2.338505	0.026323	2.023318	2.659354	2.333209	5828.525879	5902.689941	1.000111
family79	40	1000000	4	100	2.034257	0.022918	1.740024	2.332650	2.029011	5985.814941	6003.145996	0.999975
family80	40	1000000	4	100	2.438175	0.027841	2.114326	2.765586	2.435475	6004.002930	6047.631836	0.999935
family81	42	1000000	4	100	2.232347	0.025497	1.927522	2.555622	2.229070	5948.285156	6055.232910	0.999942
family82	40	1000000	4	100	2.145195	0.024183	1.840304	2.445601	2.142131	5036.507813	5616.778809	1.000052
family83	42	1000000	4	100	2.039724	0.023140	1.743125	2.339319	2.035442	5802.263184	5843.394043	0.999934
family84	44	1000000	4	100	2.773542	0.032068	2.438812	3.145456	2.770363	5823.829102	5908.166992	0.999934
family85	40	1000000	4	100	2.450757	0.027997	2.129265	2.785955	2.448137	5568.756836	5683.828125	1.000108
family86	41	1000000	4	100	2.429701	0.027307	2.112201	2.750955	2.427283	5787.188965	5857.645020	0.999952
family87	42	1000000	4	100	2.328492	0.026141	2.011611	2.640860	2.326147	5262.382813	5499.295898	1.000152
family88	40	1000000	4	100	2.484759	0.029031	2.154648	2.817406	2.479920	5072.202148	5491.667969	1.000051
family89	42	1000000	4	100	1.944767	0.021730	1.669614	2.247385	1.941646	6030.617188	6051.436035	1.000268
family90	40	1000000	4	100	2.008985	0.022873	1.713147	2.305262	2.004665	5492.074219	5533.520996	0.999944
family91	40	1000000	4	100	2.390604	0.027513	2.073824	2.726358	2.384549	6068.826172	6142.041016	0.999971
family92	41	1000000	4	100	2.365392	0.027357	2.043587	2.692515	2.361945	5018.257813	5430.954102	0.999933
family93	40	1000000	4	100	2.059130	0.023400	1.756242	2.356659	2.055770	5483.063965	5518.216797	0.999958
family94	42	1000000	4	100	2.196632	0.025105	1.891762	2.509946	2.193661	4745.628906	5104.188965	0.999956
family95	41	1000000	4	100	2.692231	0.031191	2.351424	3.035660	2.687753	5244.630859	5526.773926	0.999936
family96	40	1000000	4	100	2.197943	0.025642	1.897891	2.523521	2.194409	5185.515137	5304.311035	1.000000
family97	41	1000000	4	100	2.139827	0.024218	1.836331	2.444981	2.135850	5914.395020	5929.193848	0.999986
family98	41	1000000	4	100	2.715448	0.031654	2.368036	3.062640	2.712473	5443.193848	5833.842773	0.999964
family99	40	1000000	4	100	2.374340	0.028648	2.036435	2.698097	2.371182	4740.009766	5114.083008	1.000036
family100	41	1000000	4	100	2.392632	0.027732	2.075090	2.727708	2.387922	5519.686035	5641.189941	0.999958
