family1	4	74	8677	100	0.151665	741.356812
family2	4	72	8966	100	0.158041	773.313110
family3	4	92	8702	100	0.132383	1041.678833
family4	4	85	14018	100	0.140962	1860.631348
family5	4	77	5316	100	0.162528	705.019470
family6	4	82	15136	100	0.132466	1920.874023
family7	4	72	7950	100	0.170314	788.627319
family8	4	70	8256	100	0.166546	472.054230
family9	4	71	10353	100	0.131363	577.272339
family10	4	70	5838	100	0.189962	384.319153
family11	4	70	7900	100	0.156456	458.637421
family12	4	76	14081	100	0.131170	1048.346558
family13	4	74	8805	100	0.144009	650.140198
family14	4	70	16321	100	0.133815	867.384583
family15	4	80	10296	100	0.160839	679.237976
family16	4	70	8316	100	0.163540	396.136841
family17	4	71	11355	100	0.138882	573.800659
family18	4	73	8305	100	0.168212	557.471375
family19	4	70	17532	100	0.138376	959.760437
family20	4	72	10915	100	0.146862	722.834656
family21	4	73	6731	100	0.182142	485.612701
family22	4	71	4957	100	0.177930	409.799500
family23	4	75	16525	100	0.108865	1076.048706
family24	4	76	13602	100	0.140053	918.279907
family25	4	70	7806	100	0.156418	408.724487
family26	4	77	10767	100	0.127055	647.216553
family27	4	70	14633	100	0.123966	744.326599
family28	4	75	8086	100	0.168810	499.865570
family29	4	88	13038	100	0.134376	1142.339722
family30	4	72	16387	100	0.133887	1124.947876
family31	4	70	6382	100	0.188186	331.053467
family32	4	70	9171	100	0.141206	539.773071
family33	4	71	11127	100	0.152152	768.403992
family34	4	70	11719	100	0.152317	755.239075
family35	4	71	7707	100	0.161022	557.473206
family36	4	74	11109	100	0.140157	779.340942
family37	4	71	11653	100	0.147001	596.279541
family38	4	74	12557	100	0.133073	653.118164
family39	4	72	8202	100	0.158132	426.018433
family40	4	77	16927	100	0.119159	1034.121948
family41	4	70	18637	100	0.126630	1794.614380
family42	4	79	16844	100	0.137972	1140.447388
family43	4	71	13867	100	0.141559	854.045288
family44	4	76	9184	100	0.135126	493.468964
family45	4	75	7087	100	0.160011	389.152283
family46	4	70	6516	100	0.188306	321.636230
family47	4	70	13144	100	0.134814	629.161194
family48	4	74	10503	100	0.144816	839.495361
family49	4	73	16233	100	0.141625	952.054138
family50	4	70	11586	100	0.134041	690.593689
family51	4	70	9006	100	0.151344	496.964966
family52	4	74	12873	100	0.154121	725.819458
family53	4	70	5952	100	0.173891	349.550049
family54	4	76	10008	100	0.144085	597.342163
family55	4	73	13203	100	0.136484	619.696350
family56	4	72	10722	100	0.145029	545.837830
family57	4	72	5923	100	0.167314	539.004456
family58	4	77	11943	100	0.134640	968.950989
family59	4	71	8452	100	0.156886	587.574463
family60	4	72	10830	100	0.148846	572.504639
family61	4	70	10697	100	0.174067	550.701538
family62	4	78	17030	100	0.128597	999.057983
family63	4	97	11528	100	0.146079	1033.833618
family64	4	74	12973	100	0.146458	764.797546
family65	4	75	12376	100	0.148513	780.389160
family66	4	75	10395	100	0.137278	2688.229248
family67	4	86	11024	100	0.153030	947.996155
family68	4	76	11259	100	0.148770	805.307861
family69	4	74	6715	100	0.165450	450.538788
family70	4	74	12127	100	0.132762	844.386414
family71	4	81	16607	100	0.130728	1036.683228
family72	4	71	8419	100	0.153938	415.815094
family73	4	70	7429	100	0.148741	382.962067
family74	4	74	15218	100	0.129452	834.967102
family75	4	70	8130	100	0.140836	418.566711
family76	4	77	13897	100	0.133266	750.388000
family77	4	71	14790	100	0.145368	786.548950
family78	4	76	9500	100	0.141789	576.176331
family79	4	79	13137	100	0.141509	790.824036
family80	4	73	21827	100	0.131992	1247.922363
family81	4	80	7941	100	0.157789	500.947388
family82	4	72	10991	100	0.166864	577.348450
family83	4	79	10097	100	0.138259	659.876160
family84	4	71	11367	100	0.140318	641.112244
family85	4	70	10599	100	0.154165	543.874512
family86	4	77	10238	100	0.151201	13989.869141
family87	4	72	4089	100	0.205429	229.951141
family88	4	78	10173	100	0.155313	619.108582
family89	4	73	6709	100	0.173051	376.737152
family90	4	73	11083	100	0.133628	693.846008
family91	4	82	9082	100	0.138516	563.457886
family92	4	70	3346	100	0.173939	180.424377
family93	4	72	16882	100	0.136714	982.699585
family94	4	70	12845	100	0.135461	682.321167
family95	4	72	9392	100	0.143952	541.848877
family96	4	71	11768	100	0.128484	563.060974
family97	4	84	3831	100	0.155573	14469.498047
family98	4	79	13121	100	0.136880	824.514526
family99	4	77	10491	100	0.145744	662.427979
family100	4	70	6489	100	0.171213	376.429962
