family1	4	74	1000000	100	0.053597	47516.093750
family2	4	72	1000000	100	0.042142	44917.675781
family3	4	92	1000000	100	0.060885	80035.281250
family4	4	85	1000000	100	0.038002	77036.500000
family5	4	77	1000000	100	0.031022	68356.968750
family6	4	82	1000000	100	0.099003	75893.343750
family7	4	72	1000000	100	0.068255	51425.941406
family8	4	70	1000000	100	0.036137	51710.429688
family9	4	71	1000000	100	0.038886	55745.160156
family10	4	70	1000000	100	0.063406	52367.265625
family11	4	70	1000000	100	0.038976	56867.281250
family12	4	76	1000000	100	0.057224	54956.632813
family13	4	74	1000000	100	0.039411	59344.632813
family14	4	70	1000000	100	0.031157	56584.710938
family15	4	80	1000000	100	0.074257	66024.257813
family16	4	70	1000000	100	0.031759	55892.343750
family17	4	71	1000000	100	0.046962	53442.554688
family18	4	73	1000000	100	0.026367	60112.625000
family19	4	70	1000000	100	0.026357	54322.730469
family20	4	72	1000000	100	0.041723	52001.179688
family21	4	73	1000000	100	0.089981	53094.718750
family22	4	71	1000000	100	0.055545	48843.605469
family23	4	75	1000000	100	0.045340	56555.417969
family24	4	76	1000000	100	0.085346	56109.023438
family25	4	70	1000000	100	0.042915	55768.406250
family26	4	77	1000000	100	0.030001	65208.707031
family27	4	70	1000000	100	0.132888	52544.992188
family28	4	75	1000000	100	0.043454	101928.070313
family29	4	88	1000000	100	0.038755	120033.390625
family30	4	72	1000000	100	0.036461	92482.640625
family31	4	70	1000000	100	0.041861	92459.476563
family32	4	70	1000000	100	0.019473	96107.375000
family33	4	71	1000000	100	0.315488	92277.375000
family34	4	70	1000000	100	0.035562	91919.132813
family35	4	71	1000000	100	0.134186	90046.484375
family36	4	74	1000000	100	0.033414	101504.164063
family37	4	71	1000000	100	0.015406	101468.960938
family38	4	74	1000000	100	0.051320	95116.554688
family39	4	72	1000000	100	0.038646	98035.156250
family40	4	77	1000000	100	0.032967	99377.539063
family41	4	70	1000000	100	0.041421	94365.734375
family42	4	79	1000000	100	0.252690	100674.929688
family43	4	71	1000000	100	0.048660	92996.601563
family44	4	76	1000000	100	0.055717	59321.015625
family45	4	75	1000000	100	0.117036	62917.941406
family46	4	70	1000000	100	0.036061	58613.734375
family47	4	70	1000000	100	0.030058	60250.812500
family48	4	74	1000000	100	0.034328	68399.851563
family49	4	73	1000000	100	0.030074	64183.671875
family50	4	70	1000000	100	0.037587	61013.496094
family51	4	70	1000000	100	0.021780	62239.757813
family52	4	74	1000000	100	0.021331	69252.414063
family53	4	70	1000000	100	0.032716	64435.605469
family54	4	76	1000000	100	0.027953	70319.335938
family55	4	73	1000000	100	0.127343	57785.343750
family56	4	72	1000000	100	0.167337	54202.226563
family57	4	72	1000000	100	0.030396	56856.851563
family58	4	77	1000000	100	0.049938	70355.210938
family59	4	71	1000000	100	0.067043	59253.144531
family60	4	72	1000000	100	0.058708	65311.816406
family61	4	70	1000000	100	0.077278	57035.742188
family62	4	78	1000000	100	0.040607	70406.640625
family63	4	97	1000000	100	0.040756	92522.164063
family64	4	74	1000000	100	0.052945	62031.144531
family65	4	75	1000000	100	0.052319	69993.203125
family66	4	75	1000000	100	0.025912	68146.390625
family67	4	86	1000000	100	0.029789	79395.187500
family68	4	76	1000000	100	0.042222	62127.968750
family69	4	74	1000000	100	0.029639	67964.429688
family70	4	74	1000000	100	0.044909	67679.257813
family71	4	81	1000000	100	0.031684	75640.031250
family72	4	71	1000000	100	0.034569	57935.074219
family73	4	70	1000000	100	0.050015	56814.187500
family74	4	74	1000000	100	0.046032	63344.023438
family75	4	70	1000000	100	0.040428	59359.441406
family76	4	77	1000000	100	0.045927	65149.191406
family77	4	71	1000000	100	0.033815	60227.507813
family78	4	76	1000000	100	0.042753	68097.398438
family79	4	79	1000000	100	0.024523	72162.085938
family80	4	73	1000000	100	0.032272	66597.382813
family81	4	80	1000000	100	0.064321	70180.335938
family82	4	72	1000000	100	0.335987	60287.519531
family83	4	79	1000000	100	0.032433	70496.476563
family84	4	71	1000000	100	0.025049	68188.945313
family85	4	70	1000000	100	0.027741	60175.539063
family86	4	77	1000000	100	0.060267	73471.468750
family87	4	72	1000000	100	0.156339	63044.164063
family88	4	78	1000000	100	0.057699	63736.816406
family89	4	73	1000000	100	0.028877	61956.546875
family90	4	73	1000000	100	0.074057	62626.562500
family91	4	82	1000000	100	0.290057	70087.609375
family92	4	70	1000000	100	0.040693	59669.464844
family93	4	72	1000000	100	0.128890	60744.179688
family94	4	70	1000000	100	0.035389	59030.660156
family95	4	72	1000000	100	0.036854	62169.738281
family96	4	71	1000000	100	0.075233	56697.445313
family97	4	84	1000000	100	0.020813	86586.078125
family98	4	79	1000000	100	0.225486	60869.710938
family99	4	77	1000000	100	0.037047	70888.578125
family100	4	70	1000000	100	0.060009	57336.316406
